Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13
Abil/Name/NovaEradicatorFlamethrower;Eradicator Flamethrower;Eradicator Flamethrower;Eradicator Flamethrower;Eradicator Flamethrower;Erradicador - Lanzallamas;Eradicator Flamethrower;Eradicator Flamethrower;섬멸전차 화염방사기;Eradicator Flamethrower;Lança-chamas do Erradicador;根除者火焰喷射器;殲滅機 - 火焰發射器
Abil/Name/NovaEradicatorLaunchMissile;Launch Missile;Launch Missile;Launch Missile;Launch Missile;Lanzar misil;Launch Missile;Launch Missile;미사일 발사;Launch Missile;Lançar Míssil;发射发射物;發射飛彈
Abil/Name/NovaEradicatorRailgun;Eradicator Railgun;Eradicator Railgun;Eradicator Railgun;Eradicator Railgun;Erradicador - Cañón de riel;Eradicator Railgun;Eradicator Railgun;섬멸전차 레일건;Eradicator Railgun;Rifle Magnético do Erradicador;根除者磁轨炮;殲滅機 - 磁軌砲
Abil/Name/NovaEradicatorRailgunFire;Eradicator Railgun Fire;Eradicator Railgun Fire;Eradicator Railgun Fire;Eradicator Railgun Fire;Erradicador - Cañón de riel - Disparo;Eradicator Railgun Fire;Eradicator Railgun Fire;섬멸전차 레일건 발사;Eradicator Railgun Fire;Disparo do Rifle Magnético do Erradicador;根除者磁轨炮开火;殲滅機 - 磁軌砲 - 射擊
Abil/Name/NovaEradicatorResetTurret;Reset Turret;Reset Turret;Reset Turret;Reset Turret;Restablecer Torreta;Reset Turret;Reset Turret;포탑 재설정;Reset Turret;Zerar Torre;重置炮塔;重置砲台
Abil/Name/NovaEradicatorTurnTurret;Eradicator Turn Turret;Eradicator Turn Turret;Eradicator Turn Turret;Eradicator Turn Turret;Erradicador - Girar torreta;Eradicator Turn Turret;Eradicator Turn Turret;섬멸전차 포탑 회전;Eradicator Turn Turret;Erradicador - Virar Torre;根除者转动炮塔;殲滅機 - 旋轉砲台
Abil/Name/NovaGadgetBoombots;Create BoomBots;Create BoomBots;Create BoomBots;Create BoomBots;Crear Robots bum;Create BoomBots;Create BoomBots;폭발로봇 생성;Create BoomBots;Criar Bombas-robôs;创建炸弹机器人;製造炸彈機器人
Abil/Name/NovaGadgetBoombotsSwap;NovaGadgetBoombotsSwap;NovaGadgetBoombotsSwap;NovaGadgetBoombotsSwap;NovaGadgetBoombotsSwap;NovaGadgetBoombotsSwap;NovaGadgetBoombotsSwap;NovaGadgetBoombotsSwap;NovaGadgetBoombotsSwap;NovaGadgetBoombotsSwap;NovaGadgetBoombotsSwap;NovaGadgetBoombotsSwap;諾娃裝置炸彈機器人切換
Abil/Name/NovaGadgetDefensiveDroneSummon;Defensive Drone;Defensive Drone;Defensive Drone;Defensive Drone;Dron defensivo;Defensive Drone;Defensive Drone;방어 드론;Defensive Drone;Drone Defensivo;防御无人机;防禦無人機
Abil/Name/NovaGadgetFlashBangGrenades;Flash Bang Grenades | Flashbang Grenades;Flash Bang Grenades | Flashbang Grenades;Flash Bang Grenades | Flashbang Grenades;Flash Bang Grenades | Flashbang Grenades;Flash Bang Grenades | Granadas cegadoras;Flash Bang Grenades | Flashbang Grenades;Flash Bang Grenades | Flashbang Grenades;섬광 수류탄;Flash Bang Grenades | Flashbang Grenades;Granadas de Clarão;闪光弹手雷 | 闪光雷;閃光手榴彈
Abil/Name/NovaGadgetHiveMindAmplifier;Nova - Gadget - Hive Mind Amplifier;Nova - Gadget - Hive Mind Amplifier;Nova - Gadget - Hive Mind Amplifier;Nova - Gadget - Hive Mind Amplifier;Nova - Dispositivo - Amplificador de Mente de colmena;Nova - Gadget - Hive Mind Amplifier;Nova - Gadget - Hive Mind Amplifier;노바 장치 - 군체의식 증폭기;Nova - Gadget - Hive Mind Amplifier;Nova - Gadget - Hive Mind Amplifier;诺娃 - 配装 - 主巢心灵增幅器;諾娃 - 裝置 - 蟲巢腦波增幅器
Abil/Name/NovaGadgetHolographicDecoy;Holographic Decoy;Holographic Decoy;Holographic Decoy;Holographic Decoy;Señuelo holográfico;Holographic Decoy;Holographic Decoy;홀로그램 분신;Holographic Decoy;Clone Holográfico;全息诱饵;全像投影誘餌
Abil/Name/NovaGadgetPulseGrenades;Pulse Grenades;Pulse Grenades;Pulse Grenades;Pulse Grenades;Granadas de pulso | Pulse Grenades;Pulse Grenades;Pulse Grenades;파동 수류탄;Pulse Grenades;Granadas de Pulso;脉冲手雷;脈衝手榴彈
Abil/Name/NovaGadgetPulseGrenadesVulture;Pulse Grenades;Pulse Grenades;Pulse Grenades;Pulse Grenades;Granadas de pulso;Pulse Grenades;Pulse Grenades;파동 수류탄;Pulse Grenades;Granadas de Pulso;脉冲手雷;脈衝手榴彈
Abil/Name/NovaGadgetSuperStim;Super Stim;Super Stim;Super Stim;Super Stim;Super Stim;Super Stim;Super Stim;초 전투 자극제;Super Stim;Superesteroides;超级强化剂;超級戰鬥藥劑
Abil/Name/NovaGadgetSwarmGrenades;Swarm Grenades;Swarm Grenades;Swarm Grenades;Swarm Grenades;Granadas del Enjambre;Swarm Grenades;Swarm Grenades;연막 수류탄;Swarm Grenades;Granadas Enxame;蜂群手雷;群擊榴彈
Abil/Name/NovaGriffinBombingRunActivate;Nova Griffin Bombing Run Activate;Nova Griffin Bombing Run Activate;Nova Griffin Bombing Run Activate;Nova Griffin Bombing Run Activate;Nova - Grifonte - Bombardeo - Activar;Nova Griffin Bombing Run Activate;Nova Griffin Bombing Run Activate;노바 그리핀 폭격 비행 활성화;Nova Griffin Bombing Run Activate;Nova - Passagem de Bombardeio do Griffin - Ativar;Nova Griffin Bombing Run Activate;諾娃 - 獅鷲艦 - 出動轟炸 - 啟動
Abil/Name/NovaGriffinBombingRunExecute;Nova Griffin Bombing Run Execute;Nova Griffin Bombing Run Execute;Nova Griffin Bombing Run Execute;Nova Griffin Bombing Run Execute;Nova - Grifonte - Bombardeo - Ejecutar;Nova Griffin Bombing Run Execute;Nova Griffin Bombing Run Execute;노바 그리핀 폭격 비행 실행;Nova Griffin Bombing Run Execute;Nova - Passagem de Bombardeio do Griffin - Executar;Nova Griffin Bombing Run Execute;諾娃 - 獅鷲艦 - 出動轟炸 - 執行
Abil/Name/NovaGriffinBombingRunTargetingDummy;Nova Griffin Bombing Run Targeting Dummy;Nova Griffin Bombing Run Targeting Dummy;Nova Griffin Bombing Run Targeting Dummy;Nova Griffin Bombing Run Targeting Dummy;Nova - Grifonte - Bombardeo - Apuntar - Simulación;Nova Griffin Bombing Run Targeting Dummy;Nova Griffin Bombing Run Targeting Dummy;Nova Griffin Bombing Run Targeting Dummy;Nova Griffin Bombing Run Targeting Dummy;Nova - Passagem de Bombardeio do Griffin - Mirando em Dummy;Nova Griffin Bombing Run Targeting Dummy;諾娃 - 獅鷲艦 - 出動轟炸 -  瞄準假人
Abil/Name/NovaGriffinTransportLoadUnits;Nova Griffin Transport Load Units;Nova Griffin Transport Load Units;Nova Griffin Transport Load Units;Nova Griffin Transport Load Units;Nova - Grifonte - Transporte - Cargar unidades;Nova Griffin Transport Load Units;Nova Griffin Transport Load Units;노바 그리핀 수송 유닛 들이기;Nova Griffin Transport Load Units;Nova - Transporte do Griffin - Carregar Unidades;Nova Griffin Transport Load Units;諾娃 - 獅鷲艦 - 裝載器裝載 - 單位
Abil/Name/NovaGriffinTransportUnloadUnits;Nova Griffin Transport Unload Units;Nova Griffin Transport Unload Units;Nova Griffin Transport Unload Units;Nova Griffin Transport Unload Units;Nova - Grifonte - Transporte - Descargar unidades;Nova Griffin Transport Unload Units;Nova Griffin Transport Unload Units;노바 그리핀 수송 유닛 내보내기;Nova Griffin Transport Unload Units;Nova - Transporte do Griffin - Descarregar Unidades;Nova Griffin Transport Unload Units;諾娃 - 獅鷲艦 - 裝載器卸載 - 單位
Abil/Name/NovaHelmetHiveMindAmplifier;Nova - Helmet - Hive Mind Amplifier;Nova - Helmet - Hive Mind Amplifier;Nova - Helmet - Hive Mind Amplifier;Nova - Helmet - Hive Mind Amplifier;Nova - Casco - Amplificador de Mente de colmena;Nova - Helmet - Hive Mind Amplifier;Nova - Helmet - Hive Mind Amplifier;노바 - 헬멧 - 군체의식 증폭기;Nova - Helmet - Hive Mind Amplifier;Nova - Helmet - Hive Mind Amplifier;诺娃 - 头盔 - 主巢心灵增幅器;諾娃 - 頭盔 - 蟲巢腦波增幅器
Abil/Name/NovaHoldFire;Hold Fire;Hold Fire;Hold Fire;Hold Fire;Alto el fuego;Hold Fire;Hold Fire;공격 중지;Hold Fire;Cessar Fogo;停火;停火
Abil/Name/NovaHyperionJump;Nova Hyperion Jump;Nova Hyperion Jump;Nova Hyperion Jump;Nova Hyperion Jump;Salto de Hiperión de Nova;Nova Hyperion Jump;Nova Hyperion Jump;노바 히페리온 도약;Nova Hyperion Jump;Salto Hipérion de Nova;诺娃 休伯利安号 战术跳跃;諾娃 - 海伯利昂號躍傳
Abil/Name/NovaInfestedSiegeTankRoot;Root;Root;Root;Root;Arraigar;Root;Root;뿌리 박기;Root;Enraizar;扎根;扎根
Abil/Name/NovaInfestedSiegeTankUproot;Uproot;Uproot;Uproot;Uproot;Desarraigar;Uproot;Uproot;뿌리 들기;Uproot;Desenraizar;站起;拔根
Abil/Name/NovaKitSwap;Nova Kit Swap;Nova Kit Swap;Nova Kit Swap;Nova Kit Swap;Nova - Cambiar kit;Nova Kit Swap;Nova Kit Swap;노바 장비 교체;Nova Kit Swap;Nova - Troca de Kit;Nova Kit Swap;諾娃 - 套件 - 切換
Abil/Name/NovaLaunchAlarmBot;Launch Alarm Bot;Launch Alarm Bot;Launch Alarm Bot;Launch Alarm Bot;Lanzar robot alarma;Launch Alarm Bot;Launch Alarm Bot;경보 로봇 발사;Launch Alarm Bot;Lançar Alarme-robô;发射警戒机器人;發射警報機器人
Abil/Name/NovaLaunchSonarDrone;Launch Sonar Drone;Launch Sonar Drone;Launch Sonar Drone;Launch Sonar Drone;Lanzar dron sonar;Launch Sonar Drone;Launch Sonar Drone;음파 드론 발사;Launch Sonar Drone;Lançar Drone de Sonar;发射声呐无人机;發射聲納機器人
Abil/Name/NovaMothershipInterceptorHangar;Interceptor Hangar;Interceptor Hangar;Interceptor Hangar;Interceptor Hangar;Interceptor - Hangar;Interceptor Hangar;Interceptor Hangar;요격기 격납고;Interceptor Hangar;Hangar do Interceptor;拦截机机库;攔截機機棚
Abil/Name/NovaMothershipInvulnerabilityShield;Invulnerability Shield;Invulnerability Shield;Invulnerability Shield;Invulnerability Shield;Escudo de invulnerabilidad;Invulnerability Shield;Invulnerability Shield;무적 보호막;Invulnerability Shield;Escudo de Invulnerabilidade;无敌护盾;無敵護盾
Abil/Name/NovaMothershipMassRecall;Mass Recall;Mass Recall;Mass Recall;Mass Recall;Repliegue en masa;Mass Recall;Mass Recall;대규모 귀환;Mass Recall;Convocação em Massa;群体召回;群體召喚
Abil/Name/NovaMothershipVoidrayHangar;Voidray Hangar;Voidray Hangar;Voidray Hangar;Voidray Hangar;Hangar de Mantarraya del Vacío;Voidray Hangar;Voidray Hangar;공허 포격기 격납고;Voidray Hangar;Hangar da Destruidora;虚空辉光舰机库;虛空艦機棚
Abil/Name/NovaMothershipWarpIn;Warp In;Warp In;Warp In;Warp In;Intransposicionar;Warp In;Warp In;소환;Warp In;Transdobrar;折跃;躍傳
Abil/Name/NovaMothershipWarpOut;Warp Out;Warp Out;Warp Out;Warp Out;Exotransposicionar;Warp Out;Warp Out;소환 나가기;Warp Out;Transdobrar;折跃离开;躍傳離開
Abil/Name/NovaNukeTimer;Drop Nuke;Drop Nuke;Drop Nuke;Drop Nuke;Lanzar misil nuclear;Drop Nuke;Drop Nuke;핵 투하;Drop Nuke;Disparar Arma Nuclear;空投核弹;核彈轟炸
Abil/Name/NovaOdinAnnihilate;Nova Odin Annihilate;Nova Odin Annihilate;Nova Odin Annihilate;Nova Odin Annihilate;Nova - Odín - Aniquilar;Nova Odin Annihilate;Nova Odin Annihilate;노바 오딘 격멸;Nova Odin Annihilate;Nova - Odin - Aniquilar;Nova Odin Annihilate;諾娃 - 歐丁 - 殲滅
Abil/Name/NovaPenetratorRound;Penetrator Round;Penetrator Round;Penetrator Round;Penetrator Round;Munición penetradora;Penetrator Round;Penetrator Round;천공 탄환;Penetrator Round;Disparo Penetrante;穿刺弹;穿甲彈
Abil/Name/NovaPersonalDefensiveMatrix;Personal Defensive Matrix;Personal Defensive Matrix;Personal Defensive Matrix;Personal Defensive Matrix;Matriz defensiva personal;Personal Defensive Matrix;Personal Defensive Matrix;개인 방어막;Personal Defensive Matrix;Matriz de Defesa Pessoal;单兵防御矩阵;個人防禦矩陣
Abil/Name/NovaPsiStrike;Dash Attack | Nova - Weapon - Monomolecular Blade - Dash Attack;Dash Attack | Nova - Weapon - Monomolecular Blade - Dash Attack;Dash Attack | Nova - Weapon - Monomolecular Blade - Dash Attack;Dash Attack | Nova - Weapon - Monomolecular Blade - Dash Attack;Dash Attack | Nova - Arma - Cuchilla monomolecular - Ataque arrasador;Dash Attack | Nova - Weapon - Monomolecular Blade - Dash Attack;Dash Attack | Nova - Weapon - Monomolecular Blade - Dash Attack;노바 - 무기 - 단분자 검 - 질주 공격 | 질주 공격;Dash Attack | Nova - Weapon - Monomolecular Blade - Dash Attack;Ataque de Investida | Nova - Weapon - Monomolecular Blade - Dash Attack;突杀 | 诺娃 - 武器 - 单分子光刀 - 突杀;衝鋒攻擊 | 諾娃 - 武器 - 分子光刀 - 衝鋒攻擊
Abil/Name/NovaReleaseMinion;Release;Release;Release;Release;Liberar;Release;Release;지배 해제;Release;Liberar;释放;釋放
Abil/Name/NovaRevive;Nova Revive;Nova Revive;Nova Revive;Nova Revive;Nova Revive | Resurrección de Nova;Nova Revive;Nova Revive;노바 부활;Nova Revive;Nova Revive | Reviver Nova;诺娃复活;諾娃復活
Abil/Name/NovaReviveBeaconTeleport;Nova Beacon Teleport;Nova Beacon Teleport;Nova Beacon Teleport;Nova Beacon Teleport;Nova Beacon Teleport;Nova Beacon Teleport;Nova Beacon Teleport;노바 신호소 순간이동;Nova Beacon Teleport;Nova Beacon Teleport;诺娃信标传送;諾娃 - 信標 - 傳送
Abil/Name/NovaReviveInstantBuyback;Nova Revive Instant Buyback;Nova Revive Instant Buyback;Nova Revive Instant Buyback;Nova Revive Instant Buyback;Resurrección de Nova - Recompra instantánea;Nova Revive Instant Buyback;Nova Revive Instant Buyback;노바 즉시 부활 자원 반환;Nova Revive Instant Buyback;Reviver Nova - Retorno Pago Instantâneo;Nova Revive Instant Buyback;諾娃復活 - 立刻買回
Abil/Name/NovaShipFiring;Nova Ship Fire All Weapons;Nova Ship Fire All Weapons;Nova Ship Fire All Weapons;Nova Ship Fire All Weapons;Nova - Nave - Disparar todas las armas;Nova Ship Fire All Weapons;Nova Ship Fire All Weapons;노바 함선 모든 무기 발사;Nova Ship Fire All Weapons;Nave de Nova - Disparar Todas as Armas;诺娃飞船发射所有武器;諾娃船艦發射所有武器
Abil/Name/NovaSilentkill;Break Neck;Break Neck;Break Neck;Break Neck;Quebradura de cuello;Break Neck;Break Neck;목 비틀기;Break Neck;Quebrar Pescoço;断颈;斷頸
Abil/Name/NovaSnipe;Snipe;Snipe;Snipe;Snipe;Francotirar;Snipe;Snipe;저격;Snipe;Tiro de precisão;狙杀;狙擊
Abil/Name/NovaSnipeActive;Nova Snipe Active;Nova Snipe Active;Nova Snipe Active;Nova Snipe Active;Nova - Francotirar - Activado;Nova Snipe Active;Nova Snipe Active;노바 저격 활성화;Nova Snipe Active;Nova - Tiro de Precisão - Ativo;诺娃狙击生效;諾娃 - 狙擊 - 啟動
Abil/Name/NovaSnipeExecute;Nova Snipe Execute;Nova Snipe Execute;Nova Snipe Execute;Nova Snipe Execute;Nova - Francotirar - Ejecutar;Nova Snipe Execute;Nova Snipe Execute;노바 저격 실행;Nova Snipe Execute;Nova - Tiro de Precisão - Executar;诺娃狙击执行;諾娃 - 狙擊 - 執行
Abil/Name/NovaSnipeStone;Snipe;Snipe;Snipe;Snipe;Francotirar;Snipe;Snipe;저격;Snipe;Tiro de Precisão;狙杀;狙擊
Abil/Name/NovaSnipeTargetingDummy;Nova Snipe Targeting Dummy;Nova Snipe Targeting Dummy;Nova Snipe Targeting Dummy;Nova Snipe Targeting Dummy;Nova - Francotirar - Focalizar - Simulación;Nova Snipe Targeting Dummy;Nova Snipe Targeting Dummy;노바 저격 대상 모형;Nova Snipe Targeting Dummy;Nova - Tiro de Precisão - Boneco Alvo;诺娃狙击瞄准虚拟;諾娃 - 狙擊 - 瞄準假人
Abil/Name/NovaSonarPing;Sonar Ping;Sonar Ping;Sonar Ping;Sonar Ping;Ping sonar;Sonar Ping;Sonar Ping;음파 신호;Sonar Ping;Ping do Sonar;声呐提示;聲納提示
Abil/Name/NovaStoneTargetEMP;Target EMP;Target EMP;Target EMP;Target EMP;PEM objetivo;Target EMP;Target EMP;EMP 조준;Target EMP;Mirar PEM;瞄准EMP;目標電磁脈衝
Abil/Name/NovaStoneTargetEnemy;Target Enemy;Target Enemy;Target Enemy;Target Enemy;Enemigo objetivo;Target Enemy;Target Enemy;적 조준;Target Enemy;Inimigo-alvo;目标敌人;目標敵軍
Abil/Name/NovaSubwayTransport;Subway Transport;Subway Transport;Subway Transport;Subway Transport;Subterráneo - Transporte;Subway Transport;Subway Transport;지하철 이동;Subway Transport;Transporte pelo metrô;地铁运输;地鐵運輸系統
Abil/Name/NovaUnitGadgetGrantCharge;Nova Unit Gadget Grant Charge;Nova Unit Gadget Grant Charge;Nova Unit Gadget Grant Charge;Nova Unit Gadget Grant Charge;Nova - Unidad - Dispositivo - Otorgar carga;Nova Unit Gadget Grant Charge;Nova Unit Gadget Grant Charge;노바 유닛 장치 충전 허용;Nova Unit Gadget Grant Charge;Nova - Equipamento de Unidade - Conceder Carga;Nova Unit Gadget Grant Charge;諾娃單位 - 裝置獲得充能
Abil/Name/NovaUnitLockdown;Nova Unit Lockdown;Nova Unit Lockdown;Nova Unit Lockdown;Nova Unit Lockdown;Nova - Unidad - Aislamiento;Nova Unit Lockdown;Nova Unit Lockdown;노바 유닛 잠금;Nova Unit Lockdown;Nova - Unidade - Neutralização;Nova Unit Lockdown;諾娃單位 - 癱瘓
Abil/Name/NovaUnitSmokeGrenade;Nova Unit Smoke Grenade;Nova Unit Smoke Grenade;Nova Unit Smoke Grenade;Nova Unit Smoke Grenade;Nova - Unidad - Granada de humo;Nova Unit Smoke Grenade;Nova Unit Smoke Grenade;노바 유닛 연막탄;Nova Unit Smoke Grenade;Nova - Unidade - Granada de Fumaça;诺娃单位烟雾弹;諾娃單位 - 煙霧手榴彈
Abil/Name/NovaWeaponBlazefireBladeShadowFury;Fury of One;Fury of One;Fury of One;Fury of One;Furia individual;Fury of One;Fury of One;하나의 격노;Fury of One;Fúria Singular;怒剑击;狂烈斬
Abil/Name/NovaWeaponCanisterRifleSnipe;Canister Rifle Snipe | Snipe;Canister Rifle Snipe | Snipe;Canister Rifle Snipe | Snipe;Canister Rifle Snipe | Snipe;Canister Rifle Snipe | Francotirar;Canister Rifle Snipe | Snipe;Canister Rifle Snipe | Snipe;산탄 소총 저격 | 저격;Canister Rifle Snipe | Snipe;Tiro de Precisão | Tiro de Precisão Rifle de Cilindro;狙杀 | 霰弹步枪狙击;步槍 - 狙擊 | 狙擊
Abil/Name/NovaWeaponCanisterRifleSwap;NovaWeaponCanisterRifleSwap;NovaWeaponCanisterRifleSwap;NovaWeaponCanisterRifleSwap;NovaWeaponCanisterRifleSwap;NovaWeaponCanisterRifleSwap;NovaWeaponCanisterRifleSwap;NovaWeaponCanisterRifleSwap;NovaWeaponCanisterRifleSwap;NovaWeaponCanisterRifleSwap;NovaWeaponCanisterRifleSwap;NovaWeaponCanisterRifleSwap;諾娃 - 武器 - 步槍 - 切換
Abil/Name/NovaWeaponHellfireShotgunBlast;Hellfire Shotgun Blast | Nova - Weapon - Hellfire Shotgun - Blast;Hellfire Shotgun Blast | Nova - Weapon - Hellfire Shotgun - Blast;Hellfire Shotgun Blast | Nova - Weapon - Hellfire Shotgun - Blast;Hellfire Shotgun Blast | Nova - Weapon - Hellfire Shotgun - Blast;Hellfire Shotgun Blast | Nova - Arma - Escopeta Inferno - Explosión;Hellfire Shotgun Blast | Nova - Weapon - Hellfire Shotgun - Blast;Hellfire Shotgun Blast | Nova - Weapon - Hellfire Shotgun - Blast;노바 - 무기 - 지옥불 산탄총 - 산탄 | 지옥불 산탄총 폭발;Hellfire Shotgun Blast | Nova - Weapon - Hellfire Shotgun - Blast;Impacto Escopeta Fogo do Inferno | Nova - Weapon - Hellfire Shotgun - Blast;地狱火霰弹枪轰击 | 诺娃 - 武器 - 地狱火散弹枪 - 爆炸;獄焰霰彈槍 - 轟擊 | 諾娃 - 武器 - 獄焰霰彈槍 - 轟擊
Abil/Name/NovaWeaponHellfireShotgunSwap;NovaWeaponHellfireShotgunSwap;NovaWeaponHellfireShotgunSwap;NovaWeaponHellfireShotgunSwap;NovaWeaponHellfireShotgunSwap;NovaWeaponHellfireShotgunSwap;NovaWeaponHellfireShotgunSwap;NovaWeaponHellfireShotgunSwap;NovaWeaponHellfireShotgunSwap;NovaWeaponHellfireShotgunSwap;NovaWeaponHellfireShotgunSwap;NovaWeaponHellfireShotgunSwap;諾娃 - 武器 - 獄焰霰彈槍 - 切換
Abil/Name/NovaWeaponInvictusLongshotLockdown;Nova - Weapon - Invictus Longshot - Lockdown;Nova - Weapon - Invictus Longshot - Lockdown;Nova - Weapon - Invictus Longshot - Lockdown;Nova - Weapon - Invictus Longshot - Lockdown;Nova - Arma - Mira láser Invictus - Aislamiento;Nova - Weapon - Invictus Longshot - Lockdown;Nova - Weapon - Invictus Longshot - Lockdown;노바 - 무기 - 인빅투스 저격 소총 - 잠금;Nova - Weapon - Invictus Longshot - Lockdown;Nova - Weapon - Invictus Longshot - Lockdown;诺娃 - 武器 - 常胜狙击枪 - 锁定;諾娃 - 武器 - 常勝狙擊槍
Abil/Name/NovaWeaponInvictusLongshotSwap;NovaWeaponInvictusLongshotSwap;NovaWeaponInvictusLongshotSwap;NovaWeaponInvictusLongshotSwap;NovaWeaponInvictusLongshotSwap;NovaWeaponInvictusLongshotSwap;NovaWeaponInvictusLongshotSwap;NovaWeaponInvictusLongshotSwap;NovaWeaponInvictusLongshotSwap;NovaWeaponInvictusLongshotSwap;NovaWeaponInvictusLongshotSwap;NovaWeaponInvictusLongshotSwap;諾娃 - 武器 - 常勝狙擊槍 - 切換
Abil/Name/NovaWeaponPlasmaBlast;Plasma Blast;Plasma Blast;Plasma Blast;Plasma Blast;Explosión de plasma;Plasma Blast;Plasma Blast;플라스마 폭발;Plasma Blast;Explosão de Plasma;等离子冲击波;電漿衝擊波
Abil/Name/NovaWeaponPlasmaBlastNew;Plasma Surge;Plasma Surge;Plasma Surge;Plasma Surge;Ascenso de plasma;Plasma Surge;Plasma Surge;플라스마 쇄도;Plasma Surge;Sobrecarga de Plasma;等离子激波;電漿噴射
